grid_id,geometry,roadkill_count,national_highway_rk,white_rk,corridor_count,min_dist_to_corridor,wild_boar_grid,roe_deer_grid,is_hongcheon,wild_boar_count,roe_deer_count,white_road_grade,national_road_count,highway_road_count
grid_500,"POLYGON ((127.89503771433475 37.9778324113098, 127.89503771433475 38.027832411309795, 127.84503771433475 38.027832411309795, 127.84503771433475 37.9778324113098, 127.89503771433475 37.9778324113098))",0,0,0,0,0,4.007911457,9.018123774,0,15.38664583,242.6971739,2,1,0
grid_501,"POLYGON ((127.89503771433475 38.027832411309795, 127.89503771433475 38.07783241130979, 127.84503771433475 38.07783241130979, 127.84503771433475 38.027832411309795, 127.89503771433475 38.027832411309795))",0,0,0,0,0,26.79320043,10.69880456,0,102.8609265,287.9279213,2,1,0
grid_502,"POLYGON ((127.89503771433475 38.07783241130979, 127.89503771433475 38.12783241130979, 127.84503771433475 38.12783241130979, 127.84503771433475 38.07783241130979, 127.89503771433475 38.07783241130979))",0,0,0,0,0,35.45054325,10.84323476,0,136.0970569,291.8148495,1,1,0
grid_503,"POLYGON ((127.89503771433475 38.12783241130979, 127.89503771433475 38.17783241130979, 127.84503771433475 38.17783241130979, 127.84503771433475 38.12783241130979, 127.89503771433475 38.12783241130979))",0,0,0,0,0,27.19457941,9.619888696,0,104.4018478,258.8919667,0,0,0
grid_504,"POLYGON ((127.89503771433475 38.17783241130979, 127.89503771433475 38.227832411309784, 127.84503771433475 38.227832411309784, 127.84503771433475 38.17783241130979, 127.89503771433475 38.17783241130979))",0,0,0,0,0,17.33279247,8.158596178,0,66.54177416,219.5654313,2,1,0
grid_505,"POLYGON ((127.89503771433475 38.227832411309784, 127.89503771433475 38.27783241130978, 127.84503771433475 38.27783241130978, 127.84503771433475 38.227832411309784, 127.89503771433475 38.227832411309784))",0,0,0,0,0,10.47313285,7.142150644,0,40.20707233,192.2106882,1,1,0
grid_506,"POLYGON ((127.89503771433475 38.27783241130978, 127.89503771433475 38.32783241130978, 127.84503771433475 38.32783241130978, 127.84503771433475 38.27783241130978, 127.89503771433475 38.27783241130978))",0,0,0,0,0,3.014882762,2.834280826,0,11.57434085,76.27661405,1,0,0
grid_515,"POLYGON ((127.94503771433475 37.127832411309846, 127.94503771433475 37.17783241130984, 127.89503771433475 37.17783241130984, 127.89503771433475 37.127832411309846, 127.94503771433475 37.127832411309846))",0,0,0,0,0,12.499729,2.783432,0,47.98731339,74.9081624,2,1,0
grid_516,"POLYGON ((127.94503771433475 37.17783241130984, 127.94503771433475 37.22783241130984, 127.89503771433475 37.22783241130984, 127.89503771433475 37.17783241130984, 127.94503771433475 37.17783241130984))",0,0,0,0,0,12.499729,2.783432,0,47.98731339,74.9081624,2,1,0
grid_517,"POLYGON ((127.94503771433475 37.22783241130984, 127.94503771433475 37.27783241130984, 127.89503771433475 37.27783241130984, 127.89503771433475 37.22783241130984, 127.94503771433475 37.22783241130984))",1,1,0,0,6382.06471,12.499729,2.783432,0,47.98731339,74.9081624,2,1,0
grid_518,"POLYGON ((127.94503771433475 37.27783241130984, 127.94503771433475 37.327832411309835, 127.89503771433475 37.327832411309835, 127.89503771433475 37.27783241130984, 127.94503771433475 37.27783241130984))",7,0,7,0,2667.738827,12.499729,2.783432,0,47.98731339,74.9081624,4,2,1
grid_519,"POLYGON ((127.94503771433475 37.327832411309835, 127.94503771433475 37.37783241130983, 127.89503771433475 37.37783241130983, 127.89503771433475 37.327832411309835, 127.94503771433475 37.327832411309835))",9,1,8,0,3649.477812,12.499729,2.783432,0,47.98731339,74.9081624,4,2,2
grid_520,"POLYGON ((127.94503771433475 37.37783241130983, 127.94503771433475 37.42783241130983, 127.89503771433475 37.42783241130983, 127.89503771433475 37.37783241130983, 127.94503771433475 37.37783241130983))",2,0,2,0,8636.031295,12.499729,2.783432,0,47.98731339,74.9081624,4,0,3
grid_521,"POLYGON ((127.94503771433475 37.42783241130983, 127.94503771433475 37.47783241130983, 127.89503771433475 37.47783241130983, 127.89503771433475 37.42783241130983, 127.94503771433475 37.42783241130983))",0,0,0,0,0,12.08756129,3.097063192,0,46.4049734,83.34865466,2,0,1
grid_522,"POLYGON ((127.94503771433475 37.47783241130983, 127.94503771433475 37.527832411309824, 127.89503771433475 37.527832411309824, 127.89503771433475 37.47783241130983, 127.94503771433475 37.47783241130983))",0,0,0,0,0,6.431772649,7.400728151,0,24.69201451,199.169567,2,1,0
grid_523,"POLYGON ((127.94503771433475 37.527832411309824, 127.94503771433475 37.57783241130982, 127.89503771433475 37.57783241130982, 127.89503771433475 37.527832411309824, 127.94503771433475 37.527832411309824))",0,0,0,0,0,4.653793,8.753648,0,17.86622919,235.5795601,2,2,0
grid_524,"POLYGON ((127.94503771433475 37.57783241130982, 127.94503771433475 37.62783241130982, 127.89503771433475 37.62783241130982, 127.89503771433475 37.57783241130982, 127.94503771433475 37.57783241130982))",0,0,0,0,0,3.260797283,5.218646174,1,12.51842349,140.4450316,2,2,1
grid_525,"POLYGON ((127.94503771433475 37.62783241130982, 127.94503771433475 37.677832411309815, 127.89503771433475 37.677832411309815, 127.89503771433475 37.62783241130982, 127.94503771433475 37.62783241130982))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,1,1
grid_526,"POLYGON ((127.94503771433475 37.677832411309815, 127.94503771433475 37.72783241130981, 127.89503771433475 37.72783241130981, 127.89503771433475 37.677832411309815, 127.94503771433475 37.677832411309815))",4,2,2,0,6250.640741,1.761258,1.413269,1,6.76158976,38.03411895,3,2,0
grid_527,"POLYGON ((127.94503771433475 37.72783241130981, 127.94503771433475 37.77783241130981, 127.89503771433475 37.77783241130981, 127.89503771433475 37.72783241130981, 127.94503771433475 37.72783241130981))",1,1,0,0,5809.736536,1.761258,1.413269,1,6.76158976,38.03411895,2,2,1
grid_528,"POLYGON ((127.94503771433475 37.77783241130981, 127.94503771433475 37.82783241130981, 127.89503771433475 37.82783241130981, 127.89503771433475 37.77783241130981, 127.94503771433475 37.77783241130981))",0,0,0,0,0,1.761793349,1.428286897,1,6.763645001,38.43828296,2,1,0
grid_529,"POLYGON ((127.94503771433475 37.82783241130981, 127.94503771433475 37.877832411309804, 127.89503771433475 37.877832411309804, 127.89503771433475 37.82783241130981, 127.94503771433475 37.82783241130981))",0,0,0,0,0,1.944141063,6.543603707,1,7.463690329,176.1024983,1,0,0
grid_530,"POLYGON ((127.94503771433475 37.877832411309804, 127.94503771433475 37.9278324113098, 127.89503771433475 37.9278324113098, 127.89503771433475 37.877832411309804, 127.94503771433475 37.877832411309804))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,1,0,0
grid_531,"POLYGON ((127.94503771433475 37.9278324113098, 127.94503771433475 37.9778324113098, 127.89503771433475 37.9778324113098, 127.89503771433475 37.9278324113098, 127.94503771433475 37.9278324113098))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,1,0,0
grid_532,"POLYGON ((127.94503771433475 37.9778324113098, 127.94503771433475 38.027832411309795, 127.89503771433475 38.027832411309795, 127.89503771433475 37.9778324113098, 127.94503771433475 37.9778324113098))",0,0,0,0,0,1.849888928,8.464540714,0,7.101849946,227.799059,2,1,0
grid_533,"POLYGON ((127.94503771433475 38.027832411309795, 127.94503771433475 38.07783241130979, 127.89503771433475 38.07783241130979, 127.89503771433475 38.027832411309795, 127.94503771433475 38.027832411309795))",0,0,0,0,0,6.33989979,6.758141825,0,24.33930832,181.8761821,2,1,0
grid_534,"POLYGON ((127.94503771433475 38.07783241130979, 127.94503771433475 38.12783241130979, 127.89503771433475 38.12783241130979, 127.89503771433475 38.07783241130979, 127.94503771433475 38.07783241130979))",0,0,0,0,0,2.751994394,5.998053543,0,10.56509445,161.420566,2,1,0
grid_535,"POLYGON ((127.94503771433475 38.12783241130979, 127.94503771433475 38.17783241130979, 127.89503771433475 38.17783241130979, 127.89503771433475 38.12783241130979, 127.94503771433475 38.12783241130979))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,1,0,0
grid_536,"POLYGON ((127.94503771433475 38.17783241130979, 127.94503771433475 38.227832411309784, 127.89503771433475 38.227832411309784, 127.89503771433475 38.17783241130979, 127.94503771433475 38.17783241130979))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,2,1,0
grid_537,"POLYGON ((127.94503771433475 38.227832411309784, 127.94503771433475 38.27783241130978, 127.89503771433475 38.27783241130978, 127.89503771433475 38.227832411309784, 127.94503771433475 38.227832411309784))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,1,0,0
grid_538,"POLYGON ((127.94503771433475 38.27783241130978, 127.94503771433475 38.32783241130978, 127.89503771433475 38.32783241130978, 127.89503771433475 38.27783241130978, 127.94503771433475 38.27783241130978))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,1,0,0
grid_549,"POLYGON ((127.99503771433474 37.22783241130984, 127.99503771433474 37.27783241130984, 127.94503771433475 37.27783241130984, 127.94503771433475 37.22783241130984, 127.99503771433474 37.22783241130984))",0,0,0,0,0,12.499729,2.783432,0,47.98731339,74.9081624,1,0,0
grid_550,"POLYGON ((127.99503771433474 37.27783241130984, 127.99503771433474 37.327832411309835, 127.94503771433475 37.327832411309835, 127.94503771433475 37.27783241130984, 127.99503771433474 37.27783241130984))",3,1,2,1,1631.562643,12.499729,2.783432,0,47.98731339,74.9081624,4,2,1
grid_551,"POLYGON ((127.99503771433474 37.327832411309835, 127.99503771433474 37.37783241130983, 127.94503771433475 37.37783241130983, 127.94503771433475 37.327832411309835, 127.99503771433474 37.327832411309835))",6,1,5,0,2993.999411,12.499729,2.783432,0,47.98731339,74.9081624,4,2,0
grid_552,"POLYGON ((127.99503771433474 37.37783241130983, 127.99503771433474 37.42783241130983, 127.94503771433475 37.42783241130983, 127.94503771433475 37.37783241130983, 127.99503771433474 37.37783241130983))",5,3,2,0,7737.938287,12.499729,2.783432,0,47.98731339,74.9081624,4,2,1
grid_553,"POLYGON ((127.99503771433474 37.42783241130983, 127.99503771433474 37.47783241130983, 127.94503771433475 37.47783241130983, 127.94503771433475 37.42783241130983, 127.99503771433474 37.42783241130983))",0,0,0,0,0,9.091599743,5.376783236,0,34.90327239,144.7008412,2,2,1
grid_554,"POLYGON ((127.99503771433474 37.47783241130983, 127.99503771433474 37.527832411309824, 127.94503771433475 37.527832411309824, 127.94503771433475 37.47783241130983, 127.99503771433474 37.47783241130983))",3,3,0,1,1468.974163,4.653793,8.753648,0,17.86622919,235.5795601,3,2,1
grid_555,"POLYGON ((127.99503771433474 37.527832411309824, 127.99503771433474 37.57783241130982, 127.94503771433475 37.57783241130982, 127.94503771433475 37.527832411309824, 127.99503771433474 37.527832411309824))",2,2,0,0,5039.501005,4.653793,8.753648,0,17.86622919,235.5795601,2,2,1
grid_556,"POLYGON ((127.99503771433474 37.57783241130982, 127.99503771433474 37.62783241130982, 127.94503771433475 37.62783241130982, 127.94503771433475 37.57783241130982, 127.99503771433474 37.57783241130982))",0,0,0,0,0,4.427973438,8.180586249,1,16.99929247,220.1572316,2,1,1
grid_557,"POLYGON ((127.99503771433474 37.62783241130982, 127.99503771433474 37.677832411309815, 127.94503771433475 37.677832411309815, 127.94503771433475 37.62783241130982, 127.99503771433474 37.62783241130982))",2,2,0,0,10620.18644,1.899973925,1.765288063,1,7.29412967,47.50771168,2,1,0
grid_558,"POLYGON ((127.99503771433474 37.677832411309815, 127.99503771433474 37.72783241130981, 127.94503771433475 37.72783241130981, 127.94503771433475 37.677832411309815, 127.99503771433474 37.677832411309815))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,0,0
grid_559,"POLYGON ((127.99503771433474 37.72783241130981, 127.99503771433474 37.77783241130981, 127.94503771433475 37.77783241130981, 127.94503771433475 37.72783241130981, 127.99503771433474 37.72783241130981))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,2,1
grid_560,"POLYGON ((127.99503771433474 37.77783241130981, 127.99503771433474 37.82783241130981, 127.94503771433475 37.82783241130981, 127.94503771433475 37.77783241130981, 127.99503771433474 37.77783241130981))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,2,0
grid_561,"POLYGON ((127.99503771433474 37.82783241130981, 127.99503771433474 37.877832411309804, 127.94503771433475 37.877832411309804, 127.94503771433475 37.82783241130981, 127.99503771433474 37.82783241130981))",0,0,0,0,0,1.782132072,1.99883976,1,6.841726747,53.7930919,1,0,0
grid_562,"POLYGON ((127.99503771433474 37.877832411309804, 127.99503771433474 37.9278324113098, 127.94503771433475 37.9278324113098, 127.94503771433475 37.877832411309804, 127.99503771433474 37.877832411309804))",0,0,0,0,0,1.932306948,6.211626703,1,7.418258353,167.1682807,1,0,0
grid_563,"POLYGON ((127.99503771433474 37.9278324113098, 127.99503771433474 37.9778324113098, 127.94503771433475 37.9778324113098, 127.94503771433475 37.9278324113098, 127.99503771433474 37.9278324113098))",0,0,0,0,0,1.807381497,7.606441916,1,6.938661016,204.7057684,1,0,0
grid_564,"POLYGON ((127.99503771433474 37.9778324113098, 127.99503771433474 38.027832411309795, 127.94503771433475 38.027832411309795, 127.94503771433475 37.9778324113098, 127.99503771433474 37.9778324113098))",0,0,0,0,0,1.80939132,8.104122564,0,6.946376865,218.0994287,0,0,0
grid_565,"POLYGON ((127.99503771433474 38.027832411309795, 127.99503771433474 38.07783241130979, 127.94503771433475 38.07783241130979, 127.94503771433475 38.027832411309795, 127.99503771433474 38.027832411309795))",0,0,0,0,0,0.7509884329,5.938347185,0,2.883095888,159.8137391,2,1,0
grid_566,"POLYGON ((127.99503771433474 38.07783241130979, 127.99503771433474 38.12783241130979, 127.94503771433475 38.12783241130979, 127.94503771433475 38.07783241130979, 127.99503771433474 38.07783241130979))",1,0,1,0,22493.61728,0.640884,5.685235,0,2.46039745,153.0019439,3,2,0
grid_567,"POLYGON ((127.99503771433474 38.12783241130979, 127.99503771433474 38.17783241130979, 127.94503771433475 38.17783241130979, 127.94503771433475 38.12783241130979, 127.99503771433474 38.12783241130979))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,2,1,0
grid_568,"POLYGON ((127.99503771433474 38.17783241130979, 127.99503771433474 38.227832411309784, 127.94503771433475 38.227832411309784, 127.94503771433475 38.17783241130979, 127.99503771433474 38.17783241130979))",2,2,0,0,30899.68887,0.640884,5.685235,0,2.46039745,153.0019439,2,1,0
grid_569,"POLYGON ((127.99503771433474 38.227832411309784, 127.99503771433474 38.27783241130978, 127.94503771433475 38.27783241130978, 127.94503771433475 38.227832411309784, 127.99503771433474 38.227832411309784))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,2,1,0
grid_570,"POLYGON ((127.99503771433474 38.27783241130978, 127.99503771433474 38.32783241130978, 127.94503771433475 38.32783241130978, 127.94503771433475 38.27783241130978, 127.99503771433474 38.27783241130978))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,0,0,0
grid_580,"POLYGON ((128.04503771433474 37.17783241130984, 128.04503771433474 37.22783241130984, 127.99503771433474 37.22783241130984, 127.99503771433474 37.17783241130984, 128.04503771433474 37.17783241130984))",0,0,0,0,0,12.499729,2.783432,0,47.98731339,74.9081624,0,1,0
grid_581,"POLYGON ((128.04503771433474 37.22783241130984, 128.04503771433474 37.27783241130984, 127.99503771433474 37.27783241130984, 127.99503771433474 37.22783241130984, 128.04503771433474 37.22783241130984))",0,0,0,0,0,12.499729,2.783432,0,47.98731339,74.9081624,2,0,1
grid_582,"POLYGON ((128.04503771433474 37.27783241130984, 128.04503771433474 37.327832411309835, 127.99503771433474 37.327832411309835, 127.99503771433474 37.27783241130984, 128.04503771433474 37.27783241130984))",1,1,0,0,4554.073272,12.28583615,2.946189699,0,47.16616415,79.28832336,1,2,0
grid_583,"POLYGON ((128.04503771433474 37.327832411309835, 128.04503771433474 37.37783241130983, 127.99503771433474 37.37783241130983, 127.99503771433474 37.327832411309835, 128.04503771433474 37.327832411309835))",0,0,0,0,0,11.76704825,3.340951503,0,45.17450195,89.91221548,2,1,0
grid_584,"POLYGON ((128.04503771433474 37.37783241130983, 128.04503771433474 37.42783241130983, 127.99503771433474 37.42783241130983, 127.99503771433474 37.37783241130983, 128.04503771433474 37.37783241130983))",0,0,0,0,0,12.499729,2.783432,0,47.98731339,74.9081624,2,1,1
grid_585,"POLYGON ((128.04503771433474 37.42783241130983, 128.04503771433474 37.47783241130983, 127.99503771433474 37.47783241130983, 127.99503771433474 37.42783241130983, 128.04503771433474 37.42783241130983))",1,1,0,0,8003.174847,8.001457332,6.206306401,0,30.71814122,167.0250999,2,1,1
grid_586,"POLYGON ((128.04503771433474 37.47783241130983, 128.04503771433474 37.527832411309824, 127.99503771433474 37.527832411309824, 127.99503771433474 37.47783241130983, 128.04503771433474 37.47783241130983))",4,0,4,0,4744.224899,4.653793,8.753648,0,17.86622919,235.5795601,3,3,0
grid_587,"POLYGON ((128.04503771433474 37.527832411309824, 128.04503771433474 37.57783241130982, 127.99503771433474 37.57783241130982, 127.99503771433474 37.527832411309824, 128.04503771433474 37.527832411309824))",3,0,3,0,6116.411448,4.653793,8.753648,0,17.86622919,235.5795601,2,0,0
grid_588,"POLYGON ((128.04503771433474 37.57783241130982, 128.04503771433474 37.62783241130982, 127.99503771433474 37.62783241130982, 127.99503771433474 37.57783241130982, 128.04503771433474 37.57783241130982))",0,0,0,0,0,4.33812017,7.95256583,1,16.65433963,214.0207099,2,1,0
grid_589,"POLYGON ((128.04503771433474 37.62783241130982, 128.04503771433474 37.677832411309815, 127.99503771433474 37.677832411309815, 127.99503771433474 37.62783241130982, 128.04503771433474 37.62783241130982))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,2,0
grid_590,"POLYGON ((128.04503771433474 37.677832411309815, 128.04503771433474 37.72783241130981, 127.99503771433474 37.72783241130981, 127.99503771433474 37.677832411309815, 128.04503771433474 37.677832411309815))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,1,2,0
grid_591,"POLYGON ((128.04503771433474 37.72783241130981, 128.04503771433474 37.77783241130981, 127.99503771433474 37.77783241130981, 127.99503771433474 37.72783241130981, 128.04503771433474 37.72783241130981))",1,1,0,2,789.6805479,1.761258,1.413269,1,6.76158976,38.03411895,2,2,1
grid_592,"POLYGON ((128.04503771433474 37.77783241130981, 128.04503771433474 37.82783241130981, 127.99503771433474 37.82783241130981, 127.99503771433474 37.77783241130981, 128.04503771433474 37.77783241130981))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,2,0
grid_593,"POLYGON ((128.04503771433474 37.82783241130981, 128.04503771433474 37.877832411309804, 127.99503771433474 37.877832411309804, 127.99503771433474 37.82783241130981, 128.04503771433474 37.82783241130981))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,1,0
grid_594,"POLYGON ((128.04503771433474 37.877832411309804, 128.04503771433474 37.9278324113098, 127.99503771433474 37.9278324113098, 127.99503771433474 37.877832411309804, 128.04503771433474 37.877832411309804))",1,0,1,0,14605.04787,1.756761417,1.410754015,1,6.744327071,37.96643528,2,2,0
grid_595,"POLYGON ((128.04503771433474 37.9278324113098, 128.04503771433474 37.9778324113098, 127.99503771433474 37.9778324113098, 127.99503771433474 37.9278324113098, 128.04503771433474 37.9278324113098))",0,0,0,0,0,0.8287173911,0.8927380256,1,3.181502668,24.025507,1,0,0
grid_596,"POLYGON ((128.04503771433474 37.9778324113098, 128.04503771433474 38.027832411309795, 127.99503771433474 38.027832411309795, 127.99503771433474 37.9778324113098, 128.04503771433474 37.9778324113098))",0,0,0,0,0,0.8791340474,3.648837371,0,3.375055655,98.19808869,0,0,0
grid_597,"POLYGON ((128.04503771433474 38.027832411309795, 128.04503771433474 38.07783241130979, 127.99503771433474 38.07783241130979, 127.99503771433474 38.027832411309795, 128.04503771433474 38.027832411309795))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,2,0,0
grid_598,"POLYGON ((128.04503771433474 38.07783241130979, 128.04503771433474 38.12783241130979, 127.99503771433474 38.12783241130979, 127.99503771433474 38.07783241130979, 128.04503771433474 38.07783241130979))",2,1,1,0,21605.81636,0.640884,5.685235,0,2.46039745,153.0019439,2,2,0
grid_599,"POLYGON ((128.04503771433474 38.12783241130979, 128.04503771433474 38.17783241130979, 127.99503771433474 38.17783241130979, 127.99503771433474 38.12783241130979, 128.04503771433474 38.12783241130979))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,2,1,0
grid_600,"POLYGON ((128.04503771433474 38.17783241130979, 128.04503771433474 38.227832411309784, 127.99503771433474 38.227832411309784, 127.99503771433474 38.17783241130979, 128.04503771433474 38.17783241130979))",1,0,1,0,24409.60714,0.640884,5.685235,0,2.46039745,153.0019439,2,3,0
grid_601,"POLYGON ((128.04503771433474 38.227832411309784, 128.04503771433474 38.27783241130978, 127.99503771433474 38.27783241130978, 127.99503771433474 38.227832411309784, 128.04503771433474 38.227832411309784))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,1,1,0
grid_602,"POLYGON ((128.04503771433474 38.27783241130978, 128.04503771433474 38.32783241130978, 127.99503771433474 38.32783241130978, 127.99503771433474 38.27783241130978, 128.04503771433474 38.27783241130978))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,1,1,0
grid_603,"POLYGON ((128.04503771433474 38.32783241130978, 128.04503771433474 38.377832411309775, 127.99503771433474 38.377832411309775, 127.99503771433474 38.32783241130978, 128.04503771433474 38.32783241130978))",0,0,0,0,0,,,0,0,0,0,0,0
grid_612,"POLYGON ((128.09503771433475 37.17783241130984, 128.09503771433475 37.22783241130984, 128.04503771433474 37.22783241130984, 128.04503771433474 37.17783241130984, 128.09503771433475 37.17783241130984))",1,1,0,0,13882.03677,12.499729,2.783432,0,47.98731339,74.9081624,2,2,1
grid_613,"POLYGON ((128.09503771433475 37.22783241130984, 128.09503771433475 37.27783241130984, 128.04503771433474 37.27783241130984, 128.04503771433474 37.22783241130984, 128.09503771433475 37.22783241130984))",1,1,0,0,13843.69947,12.499729,2.783432,0,47.98731339,74.9081624,2,2,1
grid_614,"POLYGON ((128.09503771433475 37.27783241130984, 128.09503771433475 37.327832411309835, 128.04503771433474 37.327832411309835, 128.04503771433474 37.27783241130984, 128.09503771433475 37.27783241130984))",0,0,0,0,0,9.10612846,5.365727884,0,34.95904913,144.4033178,1,0,0
grid_615,"POLYGON ((128.09503771433475 37.327832411309835, 128.09503771433475 37.37783241130983, 128.04503771433474 37.37783241130983, 128.04503771433474 37.327832411309835, 128.09503771433475 37.327832411309835))",0,0,0,0,0,5.833318871,7.856110188,0,22.39450958,211.4248805,2,0,0
grid_616,"POLYGON ((128.09503771433475 37.37783241130983, 128.09503771433475 37.42783241130983, 128.04503771433474 37.42783241130983, 128.04503771433474 37.37783241130983, 128.09503771433475 37.37783241130983))",0,0,0,0,0,10.56981922,4.251960195,0,40.57825794,114.4294256,2,0,0
grid_617,"POLYGON ((128.09503771433475 37.42783241130983, 128.09503771433475 37.47783241130983, 128.04503771433474 37.47783241130983, 128.04503771433474 37.42783241130983, 128.09503771433475 37.42783241130983))",0,0,0,0,0,5.74643886,7.922219883,0,22.06097128,213.204035,2,2,1
grid_618,"POLYGON ((128.09503771433475 37.47783241130983, 128.09503771433475 37.527832411309824, 128.04503771433474 37.527832411309824, 128.04503771433474 37.47783241130983, 128.09503771433475 37.47783241130983))",0,0,0,0,0,4.653793,8.753648,0,17.86622919,235.5795601,2,1,0
grid_619,"POLYGON ((128.09503771433475 37.527832411309824, 128.09503771433475 37.57783241130982, 128.04503771433474 37.57783241130982, 128.04503771433474 37.527832411309824, 128.09503771433475 37.527832411309824))",0,0,0,0,0,4.653793,8.753648,0,17.86622919,235.5795601,2,1,0
grid_620,"POLYGON ((128.09503771433475 37.57783241130982, 128.09503771433475 37.62783241130982, 128.04503771433474 37.62783241130982, 128.04503771433474 37.57783241130982, 128.09503771433475 37.57783241130982))",0,0,0,0,0,4.650909943,8.746331673,1,17.85516094,235.3826619,2,0,0
grid_621,"POLYGON ((128.09503771433475 37.62783241130982, 128.09503771433475 37.677832411309815, 128.04503771433474 37.677832411309815, 128.04503771433474 37.62783241130982, 128.09503771433475 37.62783241130982))",0,0,0,0,0,2.535051199,3.376922109,1,9.732234701,90.88026212,1,1,0
grid_622,"POLYGON ((128.09503771433475 37.677832411309815, 128.09503771433475 37.72783241130981, 128.04503771433474 37.72783241130981, 128.04503771433474 37.677832411309815, 128.09503771433475 37.677832411309815))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,1,1,0
grid_623,"POLYGON ((128.09503771433475 37.72783241130981, 128.09503771433475 37.77783241130981, 128.04503771433474 37.77783241130981, 128.04503771433474 37.72783241130981, 128.09503771433475 37.72783241130981))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,1,1
grid_624,"POLYGON ((128.09503771433475 37.77783241130981, 128.09503771433475 37.82783241130981, 128.04503771433474 37.82783241130981, 128.04503771433474 37.77783241130981, 128.09503771433475 37.77783241130981))",1,1,0,0,5930.189627,1.761258,1.413269,1,6.76158976,38.03411895,2,2,0
grid_625,"POLYGON ((128.09503771433475 37.82783241130981, 128.09503771433475 37.877832411309804, 128.04503771433474 37.877832411309804, 128.04503771433474 37.82783241130981, 128.09503771433475 37.82783241130981))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,2,0,0
grid_626,"POLYGON ((128.09503771433475 37.877832411309804, 128.09503771433475 37.9278324113098, 128.04503771433474 37.9278324113098, 128.04503771433474 37.877832411309804, 128.09503771433475 37.877832411309804))",0,0,0,0,0,1.319363253,1.166112736,1,5.065125644,31.38261047,2,2,0
grid_627,"POLYGON ((128.09503771433475 37.9278324113098, 128.09503771433475 37.9778324113098, 128.04503771433474 37.9778324113098, 128.04503771433474 37.9278324113098, 128.09503771433475 37.9278324113098))",4,3,1,0,14247.20634,0.561162,0.742043,0,2.154339247,19.96997863,2,3,0
grid_628,"POLYGON ((128.09503771433475 37.9778324113098, 128.09503771433475 38.027832411309795, 128.04503771433474 38.027832411309795, 128.04503771433474 37.9778324113098, 128.09503771433475 37.9778324113098))",0,0,0,0,0,0.5662619447,1.058266951,0,2.173918283,28.48024762,2,2,0
grid_629,"POLYGON ((128.09503771433475 38.027832411309795, 128.09503771433475 38.07783241130979, 128.04503771433474 38.07783241130979, 128.04503771433474 38.027832411309795, 128.09503771433475 38.027832411309795))",0,0,0,0,0,0.6280394788,4.888805726,0,2.411086456,131.5683132,2,1,0
grid_630,"POLYGON ((128.09503771433475 38.07783241130979, 128.09503771433475 38.12783241130979, 128.04503771433474 38.12783241130979, 128.04503771433474 38.07783241130979, 128.09503771433475 38.07783241130979))",0,0,0,0,0,0.6387478057,5.552779482,0,2.452196454,149.43728,2,1,0
grid_631,"POLYGON ((128.09503771433475 38.12783241130979, 128.09503771433475 38.17783241130979, 128.04503771433474 38.17783241130979, 128.04503771433474 38.12783241130979, 128.09503771433475 38.12783241130979))",0,0,0,0,0,0.6361649177,5.392626565,0,2.442280571,145.1272194,2,1,0
grid_632,"POLYGON ((128.09503771433475 38.17783241130979, 128.09503771433475 38.227832411309784, 128.04503771433474 38.227832411309784, 128.04503771433474 38.17783241130979, 128.09503771433475 38.17783241130979))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,2,1,0
grid_633,"POLYGON ((128.09503771433475 38.227832411309784, 128.09503771433475 38.27783241130978, 128.04503771433474 38.27783241130978, 128.04503771433474 38.227832411309784, 128.09503771433475 38.227832411309784))",0,0,0,0,0,0.640884,5.685235,0,2.46039745,153.0019439,1,1,0
